Year,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C3803,C3804,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,F3106,G5105,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2013,R13000,ìåãûìs,13307000,6569000,6738000,12983000,6419000,6563000,1503000,769000,735000,8883000,4543000,4340000,2914000,1255000,1659000,109986,56267,53719,1.13,110507,58810,51697,407711,217183,190528,337539,184940,152599,88067,24855,17.1,33.2,1.8,93,1614,55325,15337434,1884,142065,680,97879,309700,1378000,1039,11181,172467,1358,32335,585535,818,19406,312764,104787,101797,431,19009,312683,98535,65050,43,139,958,49187,16737,653092,7694,1603,152251,15496,413,161,144189,22185,419481,1965147,2320113,122200,89971,76336,525067,147978,21352,62188,62933,10320658,2506875,5002901,2709862,595,12758,10647,1774,179313,8117,181205,30676,333331,81466,29883,23658,11189,15704,15282,34475,17359,38541,65772
2012,R13000,ìåãûìs,13234000,6538000,6697000,12918000,6392000,6526000,1494000,764000,730000,8924000,4565000,4358000,2812000,1206000,1606000,107401,54985,52416,1.09,109194,58203,50991,400274,214231,186043,343777,188358,155419,89301,25329,16.3,33.1,1.8,109,1570,52076,15642018,1914,140646,684,95878,308100,1377600,1042,11120,173642,1363,32246,586412,819,19209,311758,103446,100389,432,18951,315341,101970,66405,44,138,1034,48857,18315,643163,8411,1653,149914,15392,419,163,141989,22563,458578,2133928,2072218,124423,89832,75887,599251,141316,19875,54177,66226,10073903,2311735,5274518,2414948,590,12711,10620,1782,179537,7257,180706,30436,318910,79991,24679,23341,10839,15055,15518,32808,18663,35378,62640
2011,R13000,ìåãûìs,13198000,6524000,6674000,12870000,6373000,6497000,1491000,762000,728000,8992000,4602000,4390000,2713000,1159000,1554000,106027,54333,51694,1.06,105723,56613,49110,394116,210566,183550,349634,191201,158433,86888,24927,16.5,31.2,1.5,95,1479.5,49438,14251015,1944,140891,684,96113,309200,1391700,1051,11122,171769,1367,31877,592192,819,19055,311982,104071,100878,434,18750,313870,98500,64724,46,139,1100,48616,19858,642914,8981,1634,150834,15925,431,168,142547,23029,524406,2363894,1791148,123178,88823,75947,633272,133589,18976,50945,62521,9594236,2225624,5052714,2226133,592,12612,10570,1644,166661,7855,166471,28178,313651,78848,23707,21154,10323,14231,15455,32833,20077,35972,61051
2010,R13000,ìåãûìs,13159388,6512110,6647278,12623619,6253238,6370381,1477371,755778,721593,8850225,4521231,4328994,2642231,1131503,1510728,108135,55420,52715,1.12,104238,56443,47795,396318,211886,184432,347987,192563,155424,91196,26335,16.9,33.5,3,111,1679.5,48642,14241236,1972,138436,687,95642,312700,1440800,1057,11123,171273,1370,31447,595669,822,18749,309247,102110,98860,435,18672,313280,97284,63629,49,138,1158,47911,21165,639467,9568,1776,147417,17830,446,171,141767,28285,566605,2584327,1515917,119071,86213,75278,671634,123996,19894,48535,55038,9048058,2353556,4501646,2154569,593,12684,10603,1655,166217,8435,167075,27860,331920,79864,27459,22405,10821,16413,15452,32939,20534,41901,64133
2009,R13000,ìåãûìs,13048000,6471000,6577000,12746000,6329000,6416000,1526000,783000,744000,8658000,4444000,4213000,2685000,1176000,1509000,106613,54736,51877,1.12,98304,53549,44755,413370,225311,188059,357150,198977,158173,91028,26803,16.7,30.1,3.5,105,1801.5,42479,13583339,1959,136008,694,95756,323300,1551400,1064,11106,172019,1373,31077,594326,817,18690,311305,105682,102319,438,18569,308375,97244,63500,50,136,1240,47020,22711,627259,10412,1951,141399,17303,449,173,140875,29385,589375,2630961,1286003,115894,84216,74109,658226,104455,18801,49415,33225,7271364,2235773,2738277,2143726,594,12629,10540,1658,165332,7939,166628,27395,326258,80873,24503,21496,10687,16035,15559,33260,18495,38998,66352
2008,R13000,ìåãûìs,12973000,6444000,6529000,12665000,6296000,6369000,1517000,778000,739000,8723000,4478000,4244000,2599000,1136000,1463000,106015,54348,51667,1.09,98248,53289,44959,425661,231397,194264,342661,189289,153372,91196,26300,16.4,30.9,1.9,115,1857.5,44973,16790326,1981,132536,691,93769,360500,1785000,1080,11190,175952,1375,30860,592736,822,18530,307538,100672,97523,447,18513,306661,96165,62455,51,134,1310,46558,24509,615554,11250,2142,144341,15962,451,178,151115,29684,480790,1930618,1836019,120017,85153,76564,615734,150256,17368,68732,62007,9906844,2156360,4649954,2994566,594,12572,10529,1689,166840,5479,167936,27336,315602,78020,23550,22224,9974,15037,14414,31108,19132,37220,64921
2007,R13000,ìåãûìs,12848000,6388000,6461000,12563000,6250000,6313000,1494000,766000,727000,8756000,4494000,4262000,2509000,1094000,1415000,103837,53564,50273,1.05,96354,52202,44152,443349,241188,202161,348849,193457,155392,89243,26627,17,33,4.6,89,1332,43409,14877786,1999,131658,694,93669,354100,1657300,1084,11173,177675,1382,30650,588374,826,18416,304555,99162,96254,450,18622,306965,96560,61530,56,132,1353,45421,25824,606532,11712,2224,142797,15792,456,179,162932,31054,441497,1841328,2182769,130242,91733,82908,658071,134799,15770,55849,61549,9659970,1977726,5206977,2395638,596,12641,10551,1676,165091,4601,166626,26793,327384,77817,24163,21125,10050,16265,15634,31696,20661,38769,71203
2006,R13000,ìåãûìs,12704000,6322000,6382000,12443000,6196000,6247000,1467000,753000,714000,8777000,4503000,4274000,2415000,1049000,1366000,101674,52391,49283,1.02,93596,50908,42688,437535,238218,199317,347456,193160,154296,89413,26347,16.4,31.1,2,106,1740,52255,17960624,2004,126266,687,89280,311800,1311400,1095,11107,178850,1387,30323,586492,828,18252,298062,99232,96042,451,18889,311757,101138,61983,60,130,1360,45041,27787,603460,13128,2626,146581,15876,461,176,174699,29798,466532,1922405,2569847,140233,99157,89877,656769,180712,19338,80058,79966,12234009,2447344,6261110,3433014,605,12458,10536,1651,162727,4908,164457,26129,328312,79819,25450,21815,10900,16425,15265,32559,18621,38762,68695
2017,R14000,ê_ìﬁêÏåß,9159000,4569000,4590000,8989000,4486000,4502000,1122000,574000,548000,5763000,2979000,2784000,2274000,1015000,1258000,68131,34788,33343,1.34,80352,43285,37067,207941,113252,94689,194786,108864,85922,46274,15370,16.3,31.2,3.1,97,1628.5,39070,8406943,1341,50275,338,32600,176200,522100,667,8059,118478,887,25328,461553,476,14620,229641,77611,74126,235,12883,207864,66239,40369,15,32,346,5448,6509,179846,2826,168,35652,3772,110,12,26552,3274,172678,772339,830324,30208,34557,24314,389500,74756,14006,31665,28738,5409102,1615624,2488769,1285423,291,6661,4915,1524,129604,756,130844,21236,332034,85457,18750,20075,12662,14681,16228,45332,16578,39351,62921
2016,R14000,ê_ìﬁêÏåß,9145000,4565000,4580000,8986000,4489000,4497000,1135000,581000,554000,5778000,2987000,2791000,2232000,997000,1234000,70648,36257,34391,1.36,77361,41519,35842,205368,112883,92485,193312,108956,84356,46695,15673,16.9,31.3,3.4,116,1969.5,39568,8230567,1362,49915,336,32183,174500,493900,676,8095,124045,888,25067,462880,475,14631,232971,78659,75216,235,12779,208172,66400,40674,15,31,347,5360,6657,179410,2924,183,35754,3806,110,13,26562,3231,184558,817380,765309,32530,37556,26280,370171,77303,15021,32203,29512,5629324,1738993,2558895,1308281,294,6711,4989,1457,125916,497,126825,20132,325377,84424,18414,20000,9829,14613,16215,41694,15725,36670,67794
2015,R14000,ê_ìﬁêÏåß,9126214,4558978,4567236,8887304,4437047,4450257,1140748,583535,557213,5744383,2961819,2782564,2158157,964254,1193903,73475,37758,35717,1.39,75762,40969,34793,210995,115930,95065,197467,111884,85583,48263,16234,16.7,30.2,2.7,119,1836,37956,8012141,1387,49184,332,31212,173700,436600,688,8217,129500,889,25081,466464,476,14669,235344,79314,75961,235,12589,206616,65311,40139,16,30,362,5283,6949,179100,3097,297,35224,3684,111,14,25897,3174,197482,878971,750765,35087,40239,28186,322424,71516,14876,28223,28298,5280424,1731180,2352325,1189458,294,6648,4951,1354,118557,625,119199,18785,313762,83082,21951,23215,11904,14253,14211,31818,18130,36446,58752
2014,R14000,ê_ìﬁêÏåß,9103000,4551000,4552000,8967000,4489000,4478000,1161000,595000,567000,5820000,3009000,2811000,2115000,945000,1170000,72996,37565,35431,1.31,74387,40411,33976,203866,111968,91898,191011,107756,83255,48851,16004,16.2,30.5,2.5,103,1860,37261,7894637,1416,48752,331,30462,171800,423200,720,8577,137910,889,24895,468512,478,14634,236462,78931,75242,235,12448,205223,64590,39834,16,29,356,5167,7095,178405,3104,283,35353,3630,110,14,25289,3136,211532,944627,718566,36720,42566,29624,306468,68314,14323,28224,24993,5126117,1668209,2137133,1257990,294,6556,4920,1225,110806,1079,114408,17997,298009,75160,19306,22599,10168,12889,16291,37880,13330,33222,57165
2013,R14000,ê_ìﬁêÏåß,9084000,4546000,4538000,8956000,4487000,4468000,1170000,599000,571000,5876000,3038000,2839000,2033000,907000,1126000,74320,38245,36075,1.31,72970,39611,33359,207670,113771,93899,195314,110213,85101,49769,16587,16.6,32.7,1.8,95,1516.5,44511,9506098,1443,55671,328,30631,169900,402000,724,8511,141407,890,24760,471280,480,14637,237461,79734,75709,236,12353,201949,63150,38502,16,29,358,5149,7240,179331,3148,307,35766,3837,110,17,24558,3066,228922,1061521,664239,38248,44489,30926,310358,77359,18426,27311,31481,6225367,2162325,2772012,1283915,295,6545,4915,1146,103996,1462,106750,17051,309536,77034,21360,22272,9507,12845,14137,40827,16228,37088,58237
2012,R14000,ê_ìﬁêÏåß,9070000,4544000,4526000,8946000,4488000,4458000,1178000,602000,575000,5942000,3071000,2870000,1948000,869000,1079000,75477,38710,36767,1.3,71996,39450,32546,207908,114301,93607,199306,112686,86620,51530,16812,15.8,32.4,1.7,110,1997.5,41490,8848510,1498,49850,335,30579,178200,401400,728,8533,143312,892,24799,475519,481,14577,236734,78468,74159,236,12341,201387,64534,38850,18,29,371,5151,7379,186788,3208,345,35721,3855,110,19,23976,2988,252396,1165301,597671,40302,47245,32773,364763,69968,17241,23802,28809,5743332,2009232,2618562,1107047,298,6497,4902,1079,99091,2039,103144,16204,304866,74570,22640,22589,10394,13088,13030,43386,13873,32525,58770
2011,R14000,ê_ìﬁêÏåß,9060000,4544000,4516000,8934000,4487000,4448000,1184000,606000,579000,6009000,3106000,2903000,1865000,832000,1033000,76000,39073,36927,1.27,70946,38933,32013,210631,115123,95508,200512,113331,87181,50806,16792,16.3,31.4,1.9,96,1557,40672,9364657,1562,50572,338,30544,179000,401600,731,8532,142873,892,24532,481911,480,14400,235238,77472,73134,235,12367,198436,61420,37200,19,28,395,5138,7648,189578,3289,379,35724,3928,110,19,23662,3058,275639,1247816,531296,42070,49295,34674,382067,71722,16972,23446,30797,5992075,2001902,2854236,1083502,297,6424,4862,992,92828,3095,96770,15073,322798,74282,23770,20406,11908,16181,15280,34485,17757,36451,72278
2010,R14000,ê_ìﬁêÏåß,9048331,4544545,4503786,8846903,4442940,4403963,1187743,607606,580137,5988857,3091412,2897445,1819503,812966,1006537,78077,39873,38204,1.31,67760,37471,30289,215904,118743,97161,201017,114535,86482,54203,17830,16.5,32.7,3.2,107,1855.5,41729,8262436,1601,51387,338,30862,181000,408300,733,8534,142696,893,24364,486659,479,14185,231291,75994,71624,236,12398,195761,60440,36694,19,28,453,5321,7963,188762,3548,448,35639,4413,114,19,23627,3290,296085,1376583,483615,43284,49679,37089,409718,71789,18083,25497,27836,5807082,2114640,2526466,1145004,296,6407,4868,925,86657,4117,90929,14025,322916,77341,28862,21926,10114,13715,13998,44718,14217,34125,63899
2009,R14000,ê_ìﬁêÏåß,9006000,4533000,4473000,8880000,4474000,4406000,1201000,616000,585000,5953000,3086000,2867000,1790000,806000,984000,78057,39920,38137,1.28,63745,35458,28287,228793,128228,100565,207327,119725,87602,54983,17763,16.3,29.9,3.6,108,1894,37407,7865512,1639,50766,336,29686,184600,420200,734,8430,144332,895,24256,488120,480,14127,230944,78229,73708,238,12328,191747,60868,37613,19,27,465,5252,8546,185534,3854,505,34390,4658,115,19,23379,3342,309518,1475739,458491,42324,48300,36198,399968,64125,17543,24611,20602,5060990,2048384,1902468,1056254,300,6372,4842,940,88254,3245,92913,13943,316354,74817,15153,20374,9383,14597,15325,39425,17448,39570,70262
2008,R14000,ê_ìﬁêÏåß,8965000,4519000,4446000,8833000,4456000,4377000,1202000,617000,585000,6000000,3110000,2890000,1715000,773000,943000,79179,40743,38436,1.27,63771,35491,28280,233616,130756,102860,203970,117080,86890,56822,18227,16.1,30.6,1.7,110,1919,40978,10361021,1678,49741,334,28887,196100,457500,738,8474,146906,895,24085,487544,479,13949,228120,74658,70402,240,12360,190016,59025,36099,21,27,464,5305,8885,184246,3877,531,34693,4155,119,19,24363,3271,260318,1052834,690057,41116,47081,35210,380823,83014,17795,31209,33767,6415960,2138313,2973697,1286021,302,6277,4793,931,87708,2132,91781,13660,311425,77329,17062,23075,11011,14910,12861,34798,13372,37796,69210
2007,R14000,ê_ìﬁêÏåß,8912000,4497000,4415000,8786000,4436000,4350000,1199000,615000,584000,6040000,3130000,2910000,1641000,739000,902000,79193,40747,38446,1.25,61093,34136,26957,242080,136306,105774,209606,120408,89198,56487,18265,16.5,32.1,4.3,100,1464.5,41327,10013815,1719,49260,322,27738,190100,426100,742,8426,147735,898,23889,484177,481,13850,225798,73738,69541,247,12408,189877,59489,35833,22,27,493,5137,9144,182950,4058,519,35307,4154,121,19,25529,3241,222440,954574,810200,43494,49480,37046,412384,81967,17151,29906,33866,6369831,2048793,3065290,1199003,303,6320,4777,892,85012,1822,89176,13104,324168,74061,19996,21034,9915,14624,15542,39249,19047,38753,71947
2006,R14000,ê_ìﬁêÏåß,8846000,4467000,4379000,8727000,4409000,4317000,1193000,612000,582000,6075000,3147000,2928000,1561000,702000,859000,79118,40724,38394,1.23,58898,33016,25882,236863,133074,103789,215015,123505,91510,57046,18447,16,30.8,1.9,107,1856,49092,12598943,1763,48126,305,25985,181700,381600,743,8421,148854,900,23704,483434,485,13687,222343,74367,70413,247,12468,192972,63351,36201,22,27,489,4914,9563,181868,4457,558,36084,4333,119,21,26849,3258,228479,998778,932522,46875,53167,39998,415711,101149,19743,34036,47057,8170390,2391458,4365572,1397147,307,6190,4747,871,83000,1577,86679,12656,323741,74692,27371,21823,9992,15350,15496,35856,18728,38035,66398
2017,R15000,êVäÉåß,2267000,1098000,1169000,2253000,1093000,1160000,265000,136000,129000,1292000,658000,634000,709000,304000,405000,14967,7708,7259,1.41,29323,14650,14673,21372,12590,8782,27938,15444,12494,8916,2902,13.7,29.8,0.3,169,2036.5,13508,2172345,2140,44470,294,20282,26000,74800,97,862,7257,474,8300,110916,237,4902,56940,19201,18727,103,4372,58524,18890,8658,5,18,96,2372,1423,26106,606,36,5914,1120,81,6,15272,129,75331,273175,408052,27448,27777,26287,42387,12046,6174,4506,1303,1143083,780259,132101,226142,109,1675,1162,700,66370,2,60282,7551,291583,72534,20406,25663,9704,9252,10698,47775,10920,23572,61059
2016,R15000,êVäÉåß,2286000,1107000,1179000,2273000,1102000,1171000,271000,139000,132000,1315000,669000,646000,700000,299000,401000,15736,8125,7611,1.43,28822,14460,14362,21316,12520,8796,27505,15145,12360,9311,2987,14.5,31.1,0.7,164,1499,13781,2234220,2175,44854,292,20281,26200,75300,101,925,8263,484,8355,112133,238,4962,58851,20501,20074,104,4426,59454,19427,8693,5,18,97,2395,1467,25937,689,42,5854,1087,81,5,15602,154,81143,293271,362539,29555,29915,28385,40429,12750,6595,5136,992,1216083,850033,103427,260404,111,1688,1168,692,65536,0,60438,7801,275978,73208,13701,24123,9668,8742,11481,37333,10838,24245,62638
2015,R15000,êVäÉåß,2304264,1115413,1188851,2289345,1109570,1179775,275945,141466,134479,1333453,676493,656960,685085,291629,393456,16339,8359,7980,1.44,28297,14224,14073,21852,12862,8990,28587,15837,12750,9435,3193,14.4,29.5,0.5,152,1467.5,13292,2160136,2216,45552,290,20554,26500,76300,115,1068,9633,487,8355,114134,238,5004,60358,20628,20223,106,4493,60453,19479,9005,5,18,102,2358,1468,25514,642,38,5627,1039,81,6,16282,155,88124,316800,352154,31219,31585,29963,36981,11648,6375,4123,1043,1134835,822819,105307,198632,112,1694,1172,694,63811,0,60916,8016,286762,75385,16719,27614,9936,10801,11003,42617,7786,25782,59119
2014,R15000,êVäÉåß,2320000,1123000,1198000,2309000,1119000,1190000,282000,145000,137000,1359000,690000,669000,672000,284000,388000,16480,8424,8056,1.43,28316,14316,14000,21853,12606,9247,27371,15120,12251,9954,3175,13.7,29.6,-0.3,170,1984,13039,2291444,2291,46452,289,20509,26900,77600,154,1532,14675,497,8389,115671,238,5087,62251,21062,20631,105,4565,61504,19873,9192,5,18,98,2346,1559,25180,725,39,5902,1088,79,6,16880,158,93376,339185,361423,32872,33117,31468,38313,11562,6368,4125,984,1135983,831898,100607,198543,111,1687,1170,679,61237,17,60061,8313,278832,68359,13278,27715,10314,8910,10291,48785,6322,26033,58825
2013,R15000,êVäÉåß,2336000,1130000,1206000,2325000,1126000,1199000,287000,147000,140000,1388000,705000,684000,655000,275000,380000,17066,8821,8245,1.44,28383,14160,14223,22656,13105,9551,27788,15365,12423,9965,3276,13.8,30.7,-1.2,172,2327,16086,2668172,2355,46738,293,20182,27300,79200,155,1525,15001,510,8513,118425,240,5165,63367,21620,21204,103,4564,61709,19626,9091,5,18,102,2326,1575,25072,682,38,5772,1034,78,6,17144,157,102117,377133,345024,34849,34964,33298,42690,13576,8415,4432,710,1425961,1128680,75847,217695,111,1684,1173,667,59382,0,58634,8004,277591,69774,16101,27156,10328,9575,11359,44124,11156,23564,54455
2012,R15000,êVäÉåß,2350000,1137000,1214000,2339000,1133000,1206000,292000,150000,142000,1415000,718000,697000,639000,267000,373000,17476,8914,8562,1.43,28083,14388,13695,22966,13277,9689,27811,15419,12392,10219,3222,13.8,31.9,-1.2,165,1810,13975,2381785,2408,46914,293,19840,29400,87300,156,1519,15594,525,8626,120812,241,5173,64445,21703,21259,106,4725,63642,21246,9444,6,18,100,2326,1511,25053,623,26,5800,1142,79,7,16449,145,111072,416832,308754,35560,35629,33955,50372,11490,6956,3775,730,1195960,927556,76117,189082,111,1672,1185,688,60984,0,59654,8193,293075,68971,16850,26905,11390,10093,12074,41844,11606,26384,66959
2011,R15000,êVäÉåß,2364000,1143000,1221000,2353000,1139000,1213000,297000,152000,145000,1441000,732000,710000,624000,258000,365000,17667,9170,8497,1.41,27319,14112,13207,24711,14205,10506,26881,14972,11909,10278,3253,13.9,30.7,-0.7,171,1858,13064,2274249,2556,49145,366,21247,30100,90700,157,1514,15572,531,8678,124116,242,5155,65663,22237,21779,107,4763,64974,21026,9549,6,18,103,2325,1550,24871,730,31,5401,1125,80,8,16177,149,116633,437820,271588,36556,36357,34853,48363,11369,6747,3862,728,1177660,907039,76410,190547,110,1675,1182,674,59761,3,57704,7933,280430,67151,22062,24801,9151,8599,10370,40075,11435,25257,61529
2010,R15000,êVäÉåß,2374450,1148236,1226214,2355361,1140086,1215275,301708,154591,147117,1441262,729943,711319,621187,257374,363813,18083,9246,8837,1.43,26618,13839,12779,23754,13712,10042,27858,15393,12465,11018,3438,14.4,33,0.3,191,2072,13341,2198108,2655,50264,370,21509,30100,94400,159,1515,15767,534,8709,126465,242,5135,65834,21943,21498,107,4858,66163,20756,9687,6,18,105,2297,1699,24297,781,39,5273,1125,79,8,15790,155,123733,471914,235190,37143,37368,36038,50692,11306,7109,3482,606,1212519,966995,63024,173321,111,1659,1189,680,59529,0,57255,7813,284998,69928,9351,26095,10083,10252,10114,37279,14634,31498,65763
