5,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,一般世帯総数（住居の種類・住宅の所有の関係）,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」,一般世帯人員総数（住居の種類・住宅の所有の関係）  ,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」,1世帯当たり人員総数（住居の種類・住宅の所有の関係）  ,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」
2301,"13115","014001","3","","","","東京都","杉並区","阿佐谷北","１丁目",2787,2754,2709,1033,-,1612,64,45,33,-,4587,4546,4479,2259,-,2118,102,67,41,-,1.6458557589,1.6506899056,1.6533776301,2.1868344627,-,1.3138957816,1.5937500000,1.4888888889,1.2424242424,-
2302,"13115","014002","3","","","","東京都","杉並区","阿佐谷北","２丁目",2790,2751,2715,956,-,1722,37,36,39,-,4329,4285,4220,2068,-,2097,55,65,44,-,1.5516129032,1.5576154126,1.5543278085,2.1631799163,-,1.2177700348,1.4864864865,1.8055555556,1.1282051282,-
2303,"13115","014003","3","","","","東京都","杉並区","阿佐谷北","３丁目",2391,2379,2345,891,140,1267,47,34,12,-,4005,3987,3926,2074,222,1577,53,61,18,-,1.6750313676,1.6759142497,1.6742004264,2.3277216611,1.5857142857,1.2446724546,1.1276595745,1.7941176471,1.5000000000,-
2304,"13115","014004","3","","","","東京都","杉並区","阿佐谷北","４丁目",2462,2436,2411,943,-,1401,67,25,26,-,4118,4084,4043,2079,-,1813,151,41,34,-,1.6726238830,1.6765188834,1.6768975529,2.2046659597,-,1.2940756602,2.2537313433,1.6400000000,1.3076923077,-
2305,"13115","014005","3","","","","東京都","杉並区","阿佐谷北","５丁目",2065,2049,2026,831,6,1102,87,23,16,-,3711,3689,3644,1974,15,1443,212,45,22,-,1.7970944310,1.8003904344,1.7986179664,2.3754512635,2.5000000000,1.3094373866,2.4367816092,1.9565217391,1.3750000000,-
2306,"13115","014006","3","","","","東京都","杉並区","阿佐谷北","６丁目",1741,1732,1708,802,-,859,47,24,9,-,3383,3363,3320,2009,-,1148,163,43,20,-,1.9431361287,1.9416859122,1.9437939110,2.5049875312,-,1.3364377183,3.4680851064,1.7916666667,2.2222222222,-
2307,"13115","0150","2","","","","東京都","杉並区","天沼","",9449,9293,9182,3242,97,5537,306,111,156,-,15607,15428,15254,7444,120,7127,563,174,179,-,1.6517091756,1.6601743248,1.6612938358,2.2961135102,1.2371134021,1.2871591114,1.8398692810,1.5675675676,1.1474358974,-
2308,"13115","015001","3","","","","東京都","杉並区","天沼","１丁目",2451,2422,2387,880,-,1409,98,35,29,-,4128,4089,4034,2130,-,1707,197,55,39,-,1.6842105263,1.6882741536,1.6899874319,2.4204545455,-,1.2114975160,2.0102040816,1.5714285714,1.3448275862,-
2309,"13115","015002","3","","","","東京都","杉並区","天沼","２丁目",3077,3019,2986,1175,75,1647,89,33,58,-,5281,5221,5167,2791,95,2119,162,54,60,-,1.7162820929,1.7293805896,1.7304085733,2.3753191489,1.2666666667,1.2865816636,1.8202247191,1.6363636364,1.0344827586,-
2310,"13115","015003","3","","","","東京都","杉並区","天沼","３丁目",3921,3852,3809,1187,22,2481,119,43,69,-,6198,6118,6053,2523,25,3301,204,65,80,-,1.5807192043,1.5882658359,1.5891310055,2.1255265375,1.1363636364,1.3305118904,1.7142857143,1.5116279070,1.1594202899,-
2311,"13115","0160","2","","","","東京都","杉並区","本天沼","",5787,5716,5646,2789,109,2589,159,70,71,-,11116,11020,10893,6700,214,3579,400,127,96,-,1.9208570935,1.9279216235,1.9293304995,2.4022947293,1.9633027523,1.3823870220,2.5157232704,1.8142857143,1.3521126761,-
2312,"13115","016001","3","","","","東京都","杉並区","本天沼","１丁目",1821,1762,1742,765,-,939,38,20,59,-,3224,3157,3112,1794,-,1228,90,45,67,-,1.7704557935,1.7917139614,1.7864523536,2.3450980392,-,1.3077742279,2.3684210526,2.2500000000,1.1355932203,-
2313,"13115","016002","3","","","","東京都","杉並区","本天沼","２丁目",2267,2260,2226,1125,109,933,59,34,7,-,4343,4332,4277,2697,214,1239,127,55,11,-,1.9157476842,1.9168141593,1.9213836478,2.3973333333,1.9633027523,1.3279742765,2.1525423729,1.6176470588,1.5714285714,-
2314,"13115","016003","3","","","","東京都","杉並区","本天沼","３丁目",1699,1694,1678,899,-,717,62,16,5,-,3549,3531,3504,2209,-,1112,183,27,18,-,2.0888758093,2.0844155844,2.0882002384,2.4571746385,-,1.5509065551,2.9516129032,1.6875000000,3.6000000000,-
2315,"13115","0170","2","","","","東京都","杉並区","成田西","",3769,3747,3681,2180,-,1409,92,66,22,-,8687,8647,8504,5596,-,2587,321,143,40,-,2.3048553993,2.3077128369,2.3102417821,2.5669724771,-,1.8360539390,3.4891304348,2.1666666667,1.8181818182,-
2316,"13115","017001","3","","","","東京都","杉並区","成田西","１丁目",1178,1171,1160,679,-,456,25,11,7,-,2748,2733,2706,1735,-,896,75,27,15,-,2.3327674024,2.3339026473,2.3327586207,2.5552282769,-,1.9649122807,3.0000000000,2.4545454545,2.1428571429,-
2317,"13115","017002","3","","","","東京都","杉並区","成田西","２丁目",1327,1317,1294,730,-,544,20,23,10,-,2956,2940,2891,1884,-,947,60,49,16,-,2.2275810098,2.2323462415,2.2341576507,2.5808219178,-,1.7408088235,3.0000000000,2.1304347826,1.6000000000,-
2318,"13115","017003","3","","","","東京都","杉並区","成田西","３丁目",849,845,823,491,-,287,45,22,4,-,2055,2047,2002,1293,-,526,183,45,8,-,2.4204946996,2.4224852071,2.4325637910,2.6334012220,-,1.8327526132,4.0666666667,2.0454545455,2.0000000000,-
2319,"13115","017004","3","","","","東京都","杉並区","成田西","４丁目",415,414,404,280,-,122,2,10,1,-,928,927,905,684,-,218,3,22,1,-,2.2361445783,2.2391304348,2.2400990099,2.4428571429,-,1.7868852459,1.5000000000,2.2000000000,1.0000000000,-
2320,"13115","0180","2","","","","東京都","杉並区","成田東","",11186,11062,10886,5392,49,5222,223,176,124,-,20934,20752,20443,12735,107,7124,477,309,182,-,1.8714464509,1.8759717953,1.8779165901,2.3618323442,2.1836734694,1.3642282650,2.1390134529,1.7556818182,1.4677419355,-
2321,"13115","018001","3","","","","東京都","杉並区","成田東","１丁目",2430,2400,2357,1173,19,1118,47,43,30,-,4653,4604,4528,2882,21,1537,88,76,49,-,1.9148148148,1.9183333333,1.9210861264,2.4569479966,1.1052631579,1.3747763864,1.8723404255,1.7674418605,1.6333333333,-
2322,"13115","018002","3","","","","東京都","杉並区","成田東","２丁目",1513,1499,1481,921,30,503,27,18,14,-,3393,3369,3336,2354,86,814,82,33,24,-,2.2425644415,2.2474983322,2.2525320729,2.5559174810,2.8666666667,1.6182902584,3.0370370370,1.8333333333,1.7142857143,-
2323,"13115","018003","3","","","","東京都","杉並区","成田東","３丁目",1741,1729,1695,743,-,920,32,34,12,-,3250,3222,3165,1829,-,1257,79,57,28,-,1.8667432510,1.8635049161,1.8672566372,2.4616419919,-,1.3663043478,2.4687500000,1.6764705882,2.3333333333,-
2324,"13115","018004","3","","","","東京都","杉並区","成田東","４丁目",2228,2166,2128,1063,-,1013,52,38,62,-,3977,3908,3832,2412,-,1323,97,76,69,-,1.7850089767,1.8042474608,1.8007518797,2.2690498589,-,1.3060217177,1.8653846154,2.0000000000,1.1129032258,-
2325,"13115","018005","3","","","","東京都","杉並区","成田東","５丁目",3274,3268,3225,1492,-,1668,65,43,6,-,5661,5649,5582,3258,-,2193,131,67,12,-,1.7290775809,1.7285801714,1.7308527132,2.1836461126,-,1.3147482014,2.0153846154,1.5581395349,2.0000000000,-
2326,"13115","0190","2","","","","東京都","杉並区","荻窪","",13339,13204,13043,5855,671,5926,591,161,135,-,24299,24108,23827,12923,1329,8173,1402,281,191,-,1.8216507984,1.8258103605,1.8268036495,2.2071733561,1.9806259314,1.3791765103,2.3722504230,1.7453416149,1.4148148148,-
2327,"13115","019001","3","","","","東京都","杉並区","荻窪","１丁目",2411,2395,2358,1335,52,885,86,37,16,-,5008,4977,4903,3338,85,1258,222,74,31,-,2.0771464123,2.0780793319,2.0793044953,2.5003745318,1.6346153846,1.4214689266,2.5813953488,2.0000000000,1.9375000000,-
2328,"13115","019002","3","","","","東京都","杉並区","荻窪","２丁目",2037,2028,2006,980,124,775,127,22,9,-,4028,4001,3961,2289,241,1044,387,40,27,-,1.9774177712,1.9728796844,1.9745762712,2.3357142857,1.9435483871,1.3470967742,3.0472440945,1.8181818182,3.0000000000,-
2329,"13115","019003","3","","","","東京都","杉並区","荻窪","３丁目",3211,3171,3138,1330,396,1334,78,33,40,-,6072,6023,5968,3128,737,1907,196,55,49,-,1.8909996886,1.8994008199,1.9018483110,2.3518796992,1.8611111111,1.4295352324,2.5128205128,1.6666666667,1.2250000000,-
2330,"13115","019004","3","","","","東京都","杉並区","荻窪","４丁目",2558,2551,2519,1061,-,1327,131,32,7,-,4228,4215,4158,2094,-,1836,228,57,13,-,1.6528537920,1.6522932183,1.6506550218,1.9736098021,-,1.3835719668,1.7404580153,1.7812500000,1.8571428571,-
2331,"13115","019005","3","","","","東京都","杉並区","荻窪","５丁目",3122,3059,3022,1149,99,1605,169,37,63,-,4963,4892,4837,2074,266,2128,369,55,71,-,1.5896860987,1.5992154299,1.6005956320,1.8050478677,2.6868686869,1.3258566978,2.1834319527,1.4864864865,1.1269841270,-
2332,"13115","0200","2","","","","東京都","杉並区","南荻窪","",7029,6863,6764,3421,37,3119,187,99,166,-,13524,13336,13155,8239,62,4462,392,181,188,-,1.9240290226,1.9431735393,1.9448551153,2.4083601286,1.6756756757,1.4305867265,2.0962566845,1.8282828283,1.1325301205,-
2333,"13115","020001","3","","","","東京都","杉並区","南荻窪","１丁目",1773,1749,1728,924,-,771,33,21,24,-,3608,3583,3535,2296,-,1154,85,48,25,-,2.0349689791,2.0485991995,2.0457175926,2.4848484848,-,1.4967574578,2.5757575758,2.2857142857,1.0416666667,-
2334,"13115","020002","3","","","","東京都","杉並区","南荻窪","２丁目",1796,1724,1700,971,-,675,54,24,72,-,3772,3694,3654,2462,-,1049,143,40,78,-,2.1002227171,2.1426914153,2.1494117647,2.5355303811,-,1.5540740741,2.6481481481,1.6666666667,1.0833333333,-
2335,"13115","020003","3","","","","東京都","杉並区","南荻窪","３丁目",1535,1484,1461,678,21,738,24,23,51,-,2776,2713,2668,1596,29,1004,39,45,63,-,1.8084690554,1.8281671159,1.8261464750,2.3539823009,1.3809523810,1.3604336043,1.6250000000,1.9565217391,1.2352941176,-
2336,"13115","020004","3","","","","東京都","杉並区","南荻窪","４丁目",1925,1906,1875,848,16,935,76,31,19,-,3368,3346,3298,1885,33,1255,125,48,22,-,1.7496103896,1.7555089192,1.7589333333,2.2228773585,2.0625000000,1.3422459893,1.6447368421,1.5483870968,1.1578947368,-
2337,"13115","0210","2","","","","東京都","杉並区","上荻","",7638,7464,7387,3317,-,3806,264,77,174,-,12842,12634,12510,7165,-,4910,435,124,208,-,1.6813301911,1.6926580922,1.6935156356,2.1600844136,-,1.2900683132,1.6477272727,1.6103896104,1.1954022989,-
2338,"13115","021001","3","","","","東京都","杉並区","上荻","１丁目",1058,1010,1001,376,-,583,42,9,48,-,1600,1543,1532,675,-,793,64,11,57,-,1.5122873346,1.5277227723,1.5304695305,1.7952127660,-,1.3602058319,1.5238095238,1.2222222222,1.1875000000,-
2339,"13115","021002","3","","","","東京都","杉並区","上荻","２丁目",3034,2957,2925,1077,-,1748,100,32,77,-,4802,4714,4660,2290,-,2209,161,54,88,-,1.5827290705,1.5941832939,1.5931623932,2.1262766945,-,1.2637299771,1.6100000000,1.6875000000,1.1428571429,-
2340,"13115","021003","3","","","","東京都","杉並区","上荻","３丁目",1542,1501,1483,800,-,619,64,18,41,-,2920,2874,2839,1869,-,872,98,35,46,-,1.8936446174,1.9147235177,1.9143627782,2.3362500000,-,1.4087237480,1.5312500000,1.9444444444,1.1219512195,-
2341,"13115","021004","3","","","","東京都","杉並区","上荻","４丁目",2004,1996,1978,1064,-,856,58,18,8,-,3520,3503,3479,2331,-,1036,112,24,17,-,1.7564870259,1.7550100200,1.7588473205,2.1907894737,-,1.2102803738,1.9310344828,1.3333333333,2.1250000000,-
2342,"13115","0220","2","","","","東京都","杉並区","西荻南","",6827,6791,6706,2843,8,3729,126,85,36,-,11666,11607,11454,6273,30,4908,243,153,59,-,1.7088032811,1.7091739066,1.7080226663,2.2064720366,3.7500000000,1.3161705551,1.9285714286,1.8000000000,1.6388888889,-
2343,"13115","022001","3","","","","東京都","杉並区","西荻南","１丁目",1337,1331,1301,615,-,663,23,30,6,-,2493,2476,2428,1453,-,919,56,48,17,-,1.8646222887,1.8602554470,1.8662567256,2.3626016260,-,1.3861236802,2.4347826087,1.6000000000,2.8333333333,-
2344,"13115","022002","3","","","","東京都","杉並区","西荻南","２丁目",2429,2422,2398,991,-,1370,37,24,7,-,3887,3877,3835,2133,-,1647,55,42,10,-,1.6002470152,1.6007431874,1.5992493745,2.1523713421,-,1.2021897810,1.4864864865,1.7500000000,1.4285714286,-
2345,"13115","022003","3","","","","東京都","杉並区","西荻南","３丁目",1547,1533,1521,580,-,907,34,12,14,-,2492,2474,2455,1168,-,1233,54,19,18,-,1.6108597285,1.6138290933,1.6140696910,2.0137931034,-,1.3594266814,1.5882352941,1.5833333333,1.2857142857,-
2346,"13115","022004","3","","","","東京都","杉並区","西荻南","４丁目",1514,1505,1486,657,8,789,32,19,9,-,2794,2780,2736,1519,30,1109,78,44,14,-,1.8454425363,1.8471760797,1.8411843876,2.3120243531,3.7500000000,1.4055766793,2.4375000000,2.3157894737,1.5555555556,-
2347,"13115","0230","2","","","","東京都","杉並区","西荻北","",10374,10242,10102,4306,-,5488,308,140,132,-,17758,17587,17335,9387,-,7332,616,252,171,-,1.7117794486,1.7171450888,1.7159968323,2.1799814213,-,1.3360058309,2.0000000000,1.8000000000,1.2954545455,-
2348,"13115","023001","3","","","","東京都","杉並区","西荻北","１丁目",1374,1366,1349,490,-,807,52,17,8,-,2410,2396,2369,1160,-,1080,129,27,14,-,1.7540029112,1.7540263543,1.7561156412,2.3673469388,-,1.3382899628,2.4807692308,1.5882352941,1.7500000000,-
2349,"13115","023002","3","","","","東京都","杉並区","西荻北","２丁目",2459,2421,2398,1141,-,1152,105,23,38,-,4538,4496,4458,2531,-,1692,235,38,42,-,1.8454656364,1.8570838496,1.8590492077,2.2182296231,-,1.4687500000,2.2380952381,1.6521739130,1.1052631579,-
2350,"13115","023003","3","","","","東京都","杉並区","西荻北","３丁目",3144,3131,3086,1230,-,1773,83,45,13,-,5132,5107,5025,2474,-,2393,158,82,25,-,1.6323155216,1.6311082721,1.6283214517,2.0113821138,-,1.3496897913,1.9036144578,1.8222222222,1.9230769231,-
2351,"13115","023004","3","","","","東京都","杉並区","西荻北","４丁目",2391,2347,2306,919,-,1346,41,41,44,-,3846,3796,3720,2041,-,1623,56,76,50,-,1.6085319950,1.6173838943,1.6131830009,2.2208922742,-,1.2057949480,1.3658536585,1.8536585366,1.1363636364,-
2352,"13115","023005","3","","","","東京都","杉並区","西荻北","５丁目",1006,977,963,526,-,410,27,14,29,-,1832,1792,1763,1181,-,544,38,29,40,-,1.8210735586,1.8341862845,1.8307372793,2.2452471483,-,1.3268292683,1.4074074074,2.0714285714,1.3793103448,-
2353,"13115","0240","2","","","","東京都","杉並区","今川","",4307,4203,4166,2226,12,1734,194,37,104,-,9399,9277,9216,5566,32,3066,552,61,122,-,2.1822614349,2.2072329289,2.2121939510,2.5004492363,2.6666666667,1.7681660900,2.8453608247,1.6486486486,1.1730769231,-
2354,"13115","024001","3","","","","東京都","杉並区","今川","１丁目",1124,1118,1112,494,-,568,50,6,6,-,2422,2410,2398,1308,-,939,151,12,12,-,2.1548042705,2.1556350626,2.1564748201,2.6477732794,-,1.6531690141,3.0200000000,2.0000000000,2.0000000000,-
2355,"13115","024002","3","","","","東京都","杉並区","今川","２丁目",774,768,762,404,-,315,43,6,6,-,1849,1841,1833,1022,-,682,129,8,8,-,2.3888888889,2.3971354167,2.4055118110,2.5297029703,-,2.1650793651,3.0000000000,1.3333333333,1.3333333333,-
2356,"13115","024003","3","","","","東京都","杉並区","今川","３丁目",1377,1300,1287,799,12,413,63,13,77,-,2869,2788,2765,1888,32,683,162,23,81,-,2.0835148874,2.1446153846,2.1484071484,2.3629536921,2.6666666667,1.6537530266,2.5714285714,1.7692307692,1.0519480519,-
2357,"13115","024004","3","","","","東京都","杉並区","今川","４丁目",1032,1017,1005,529,-,438,38,12,15,-,2259,2238,2220,1348,-,762,110,18,21,-,2.1889534884,2.2005899705,2.2089552239,2.5482041588,-,1.7397260274,2.8947368421,1.5000000000,1.4000000000,-
2358,"13115","0250","2","","","","東京都","杉並区","清水","",4225,4140,4078,1979,-,1862,237,62,85,-,8344,8244,8116,4803,-,2799,514,128,100,-,1.9749112426,1.9913043478,1.9901912702,2.4269833249,-,1.5032223416,2.1687763713,2.0645161290,1.1764705882,-
2359,"13115","025001","3","","","","東京都","杉並区","清水","１丁目",1788,1768,1739,698,-,943,98,29,20,-,3107,3084,3026,1635,-,1229,162,58,23,-,1.7376957494,1.7443438914,1.7400805060,2.3424068768,-,1.3032873807,1.6530612245,2.0000000000,1.1500000000,-
2360,"13115","025002","3","","","","東京都","杉並区","清水","２丁目",820,800,793,465,-,240,88,7,20,-,1783,1758,1739,1172,-,368,199,19,25,-,2.1743902439,2.1975000000,2.1929382093,2.5204301075,-,1.5333333333,2.2613636364,2.7142857143,1.2500000000,-
2361,"13115","025003","3","","","","東京都","杉並区","清水","３丁目",1617,1572,1546,816,-,679,51,26,45,-,3454,3402,3351,1996,-,1202,153,51,52,-,2.1360544218,2.1641221374,2.1675291074,2.4460784314,-,1.7702503682,3.0000000000,1.9615384615,1.1555555556,-
2362,"13115","0260","2","","","","東京都","杉並区","桃井","",5940,5844,5794,3036,395,2241,122,50,96,-,11782,11672,11579,7225,824,3241,289,93,110,-,1.9835016835,1.9972621492,1.9984466690,2.3797760211,2.0860759494,1.4462293619,2.3688524590,1.8600000000,1.1458333333,-
2363,"13115","026001","3","","","","東京都","杉並区","桃井","１丁目",2054,2031,2006,983,-,985,38,25,23,-,3785,3755,3712,2362,-,1281,69,43,30,-,1.8427458617,1.8488429345,1.8504486540,2.4028484232,-,1.3005076142,1.8157894737,1.7200000000,1.3043478261,-
2364,"13115","026002","3","","","","東京都","杉並区","桃井","２丁目",1255,1241,1233,761,67,389,16,8,14,-,2661,2646,2632,1900,108,569,55,14,15,-,2.1203187251,2.1321514907,2.1346309813,2.4967148489,1.6119402985,1.4627249357,3.4375000000,1.7500000000,1.0714285714,-
2365,"13115","026003","3","","","","東京都","杉並区","桃井","３丁目",1229,1177,1175,601,328,205,41,2,52,-,2804,2752,2747,1475,716,445,111,5,52,-,2.2815296989,2.3381478335,2.3378723404,2.4542429285,2.1829268293,2.1707317073,2.7073170732,2.5000000000,1.0000000000,-
2366,"13115","026004","3","","","","東京都","杉並区","桃井","４丁目",1402,1395,1380,691,-,662,27,15,7,-,2532,2519,2488,1488,-,946,54,31,13,-,1.8059914408,1.8057347670,1.8028985507,2.1534008683,-,1.4290030211,2.0000000000,2.0666666667,1.8571428571,-
2367,"13115","0270","2","","","","東京都","杉並区","井草","",8591,8398,8314,3079,374,4446,415,84,193,-,16222,15980,15833,7852,714,6300,967,147,242,-,1.8882551507,1.9028340081,1.9043781573,2.5501786294,1.9090909091,1.4170040486,2.3301204819,1.7500000000,1.2538860104,-
2368,"13115","027001","3","","","","東京都","杉並区","井草","１丁目",2336,2300,2273,755,83,1186,249,27,36,-,4388,4338,4288,1818,138,1710,622,50,50,-,1.8784246575,1.8860869565,1.8864936208,2.4079470199,1.6626506024,1.4418212479,2.4979919679,1.8518518519,1.3888888889,-
2369,"13115","027002","3","","","","東京都","杉並区","井草","２丁目",2776,2721,2702,1385,-,1207,110,19,55,-,5875,5801,5766,3817,-,1716,233,35,74,-,2.1163544669,2.1319367879,2.1339748335,2.7559566787,-,1.4217067109,2.1181818182,1.8421052632,1.3454545455,-
2370,"13115","027003","3","","","","東京都","杉並区","井草","３丁目",1486,1483,1466,307,209,933,17,17,3,-,2552,2548,2521,705,396,1389,31,27,4,-,1.7173620458,1.7181389076,1.7196452933,2.2964169381,1.8947368421,1.4887459807,1.8235294118,1.5882352941,1.3333333333,-
2371,"13115","027004","3","","","","東京都","杉並区","井草","４丁目",925,862,851,267,48,518,18,11,63,-,1542,1469,1450,626,135,652,37,19,73,-,1.6670270270,1.7041763341,1.7038777908,2.3445692884,2.8125000000,1.2586872587,2.0555555556,1.7272727273,1.1587301587,-
2372,"13115","027005","3","","","","東京都","杉並区","井草","５丁目",1068,1032,1022,365,34,602,21,10,36,-,1865,1824,1808,886,45,833,44,16,41,-,1.7462546816,1.7674418605,1.7690802348,2.4273972603,1.3235294118,1.3837209302,2.0952380952,1.6000000000,1.1388888889,-
