"Year","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","colour","ROLE","alpha"
"2004","7.7","0.43","0.25","2.6","0.073","29","63","0.99615","3.37","0.58","10.5","6","RED","TEST","0.0544952370692"
"2001","6.9","0.52","0.25","2.6","0.081","10","37","0.99685","3.46","0.5","11","5","RED","VALIDATE","0.44024116685614"
"2000","5.2","0.48","0.04","1.6","0.054","19","106","0.9927","3.54","0.62","12.2","7","RED","VALIDATE","0.49941880116239"
"2002","8","0.38","0.06","1.8","0.078","12","49","0.99625","3.37","0.52","9.9","6","RED","TRAIN","0.69490689272061"
"2004","8.5","0.37","0.2","2.8","0.09","18","58","0.998","3.34","0.7","9.6","6","RED","TEST","0.06680563371628"
"2005","6.9","0.52","0.25","2.6","0.081","10","37","0.99685","3.46","0.5","11","5","RED","TRAIN","0.95917601790279"
"2004","8.2","1","0.09","2.3","0.065","7","37","0.99685","3.32","0.55","9","6","RED","TRAIN","0.90839508944191"
"2001","7.2","0.63","0","1.9","0.097","14","38","0.99675","3.37","0.58","9","6","RED","TRAIN","0.60499740904197"
"2002","7.2","0.63","0","1.9","0.097","14","38","0.99675","3.37","0.58","9","6","RED","VALIDATE","0.30916517344303"
"2003","7.2","0.645","0","1.9","0.097","15","39","0.99675","3.37","0.58","9.2","6","RED","TEST","0.16855202894657"
"2003","7.2","0.63","0","1.9","0.097","14","38","0.99675","3.37","0.58","9","6","RED","TRAIN","0.84829649724997"
"2002","8.2","1","0.09","2.3","0.065","7","37","0.99685","3.32","0.55","9","6","RED","VALIDATE","0.30120919435285"
"2000","8.9","0.635","0.37","1.7","0.263","5","62","0.9971","3","1.09","9.3","5","RED","VALIDATE","0.46187949110753"
"2000","12","0.38","0.56","2.1","0.093","6","24","0.99925","3.14","0.71","10.9","6","RED","VALIDATE","0.48776128352619"
"2004","7.7","0.58","0.1","1.8","0.102","28","109","0.99565","3.08","0.49","9.8","6","RED","TEST","0.0611158942338"
"2001","15","0.21","0.44","2.2","0.075","10","24","1.00005","3.07","0.84","9.2","7","RED","TRAIN","0.63301167893223"
"2001","15","0.21","0.44","2.2","0.075","10","24","1.00005","3.07","0.84","9.2","7","RED","VALIDATE","0.37280717748217"
"2001","7.3","0.66","0","2","0.084","6","23","0.9983","3.61","0.96","9.9","6","RED","TRAIN","0.59774743649177"
"2003","7.1","0.68","0.07","1.9","0.075","16","51","0.99685","3.38","0.52","9.5","5","RED","TRAIN","0.77953551872633"
"2001","8.2","0.6","0.17","2.3","0.072","11","73","0.9963","3.2","0.45","9.3","5","RED","VALIDATE","0.41957649192772"
"2000","7.7","0.53","0.06","1.7","0.074","9","39","0.99615","3.35","0.48","9.8","6","RED","VALIDATE","0.4785340859089"
"2000","7.3","0.66","0","2","0.084","6","23","0.9983","3.61","0.96","9.9","6","RED","TRAIN","0.53800275246612"
"2003","7.2","0.66","0.33","2.5","0.068","34","102","0.99414","3.27","0.78","12.8","6","RED","TRAIN","0.75093243224546"
"2000","6.6","0.21","0.6","1.1","0.135","61","144","0.9927","3.12","0.39","9.3","7","WHITE","TRAIN","0.51324749691411"
"2005","6.1","0.27","0.3","16.7","0.039","49","172","0.99985","3.4","0.45","9.4","5","WHITE","TRAIN","0.98801477020606"
"2001","9.1","0.27","0.45","10.6","0.035","28","124","0.997","3.2","0.46","10.4","9","WHITE","VALIDATE","0.38763222377747"
"2004","6.4","0.225","0.48","2.2","0.115","29","104","0.9918","3.24","0.58","12.1","6","WHITE","TRAIN","0.85557910334318"
"2004","8.3","0.14","0.45","1.5","0.039","18","98","0.99215","3.02","0.56","11","6","WHITE","TEST","0.09643999533727"
"2001","7.2","0.23","0.19","13.7","0.052","47","197","0.99865","3.12","0.53","9","5","WHITE","VALIDATE","0.41363701550289"
"2001","6.9","0.22","0.37","15","0.053","59","178","0.9992","3.37","0.82","9.5","7","WHITE","VALIDATE","0.44927283539436"
"2004","8.1","0.17","0.44","14.1","0.053","43","145","1.0006","3.28","0.75","8.8","8","WHITE","TEST","0.14294028072617"
"2005","6","0.395","0","1.4","0.042","7","55","0.99135","3.37","0.38","11.2","4","WHITE","TEST","0.03323019621893"
"2001","7.8","0.29","0.22","9.5","0.056","44","213","0.99715","3.08","0.61","9.3","6","WHITE","VALIDATE","0.3752832901664"
"2005","6.9","0.22","0.37","15","0.053","59","178","0.9992","3.37","0.82","9.5","7","WHITE","TEST","0.00795915583148"
"2000","8.1","0.17","0.44","14.1","0.053","43","145","1.0006","3.28","0.75","8.8","8","WHITE","TRAIN","0.51135596446692"
"2003","7.2","0.23","0.19","13.7","0.052","47","197","0.99865","3.12","0.53","9","5","WHITE","TRAIN","0.75295710749924"
"2001","7.6","0.3","0.27","10.6","0.039","31","119","0.99815","3.27","0.3","9.3","6","WHITE","VALIDATE","0.38650032295845"
"2003","7.7","0.34","0.28","11","0.04","31","117","0.99815","3.27","0.29","9.2","6","WHITE","TRAIN","0.80421875417232"
"2004","7.7","0.34","0.28","11","0.04","31","117","0.99815","3.27","0.29","9.2","6","WHITE","TRAIN","0.92675541783683"
"2005","5.8","0.34","0.16","7","0.037","26","116","0.9949","3.46","0.45","10","7","WHITE","TEST","0.00360230915248"
"2000","7.6","0.3","0.27","10.6","0.039","31","119","0.99815","3.27","0.3","9.3","6","WHITE","TRAIN","0.52859970577992"
"2004","7.7","0.34","0.28","11","0.04","31","117","0.99815","3.27","0.29","9.2","6","WHITE","TRAIN","0.9067149052862"
"2004","5.9","0.24","0.3","2","0.033","28","92","0.99225","3.39","0.69","10.9","7","WHITE","TEST","0.05729072378017"
"2005","6.4","0.46","0.08","4.9","0.046","34","144","0.99445","3.1","0.56","10","5","WHITE","TEST","0.01553092547692"
"2005","5.9","0.24","0.3","2","0.033","28","92","0.99225","3.39","0.69","10.9","7","WHITE","TEST","0.01978009566664"
"2001","7.4","0.32","0.27","1.4","0.049","38","173","0.99335","3.03","0.52","9.3","5","WHITE","TRAIN","0.56791712716221"
"2002","7.2","0.31","0.26","7.3","0.05","37","157","0.99625","3.09","0.43","9","5","WHITE","TRAIN","0.71050094207748"
"2001","7.8","0.42","0.23","8.8","0.054","42","215","0.9971","3.02","0.58","9.2","6","WHITE","TRAIN","0.56950516346842"
"2002","6.9","0.24","0.33","12.5","0.046","47","153","0.9983","3.28","0.77","9.6","6","WHITE","TRAIN","0.70701633719727"
"2000","5.4","0.18","0.24","4.8","0.041","30","113","0.99445","3.42","0.4","9.4","6","WHITE","VALIDATE","0.48410154157318"
"2003","6","0.18","0.31","1.4","0.036","14","75","0.99085","3.34","0.58","11.1","8","WHITE","TRAIN","0.83392846235074"
"2000","7.8","0.27","0.58","11.2","0.036","44","161","0.9977","3.06","0.41","8.9","6","WHITE","TRAIN","0.52636034204624"
"2004","6","0.28","0.49","6.8","0.048","61","222","0.9953","3.19","0.47","9.3","5","WHITE","TRAIN","0.92413699463941"
"2002","6.8","0.39","0.35","11.6","0.044","57","220","0.99775","3.07","0.53","9.3","5","WHITE","TRAIN","0.68855913076549"
"2001","6.6","0.21","0.31","11.4","0.039","46","165","0.99795","3.41","0.44","9.8","7","WHITE","VALIDATE","0.42895611864514"
"2001","7.3","0.32","0.34","6.6","0.032","24","112","0.99505","3.22","0.46","9.8","6","WHITE","VALIDATE","0.41687859385274"
"2001","7.8","0.27","0.58","11.2","0.036","44","161","0.9977","3.06","0.41","8.9","6","WHITE","VALIDATE","0.40862161130644"
"2001","6.4","0.31","0.26","13.2","0.046","57","205","0.9975","3.17","0.41","9.6","5","WHITE","VALIDATE","0.35206957836635"
"2005","6.2","0.29","0.26","13.1","0.046","55","204","0.99745","3.16","0.41","9.6","6","WHITE","TRAIN","0.95376984449103"
"2003","6","0.39","0.17","12","0.046","65","246","0.9976","3.15","0.38","9","6","WHITE","TRAIN","0.81188135244883"
"2003","6.2","0.3","0.26","13.4","0.046","57","206","0.99775","3.17","0.43","9.5","6","WHITE","TEST","0.19018642511218"
"2001","6","0.28","0.49","6.8","0.048","61","222","0.9953","3.19","0.47","9.3","5","WHITE","TRAIN","0.62690730625763"
"2003","6","0.41","0.05","1.5","0.063","17","120","0.9932","3.21","0.56","9.2","6","WHITE","TEST","0.17150034499354"
"2000","6.4","0.35","0.28","1.1","0.055","9","160","0.99405","3.42","0.5","9.1","7","WHITE","TRAIN","0.54153220774605"
"2004","6.5","0.26","0.32","16.5","0.045","44","166","1","3.38","0.46","9.5","6","WHITE","TEST","0.06626957911066"
"2005","7.9","0.35","0.24","15.6","0.072","44","229","0.99785","3.03","0.59","10.5","6","WHITE","TRAIN","0.97612657141871"
"2001","6.2","0.3","0.17","2.8","0.04","24","125","0.9939","3.01","0.46","9","5","WHITE","VALIDATE","0.42608901928178"
"2001","8.4","0.18","0.42","5.1","0.036","7","77","0.9939","3.16","0.52","11.7","5","WHITE","VALIDATE","0.39924410684034"
"2001","6.6","0.56","0.22","8.9","0.034","27","133","0.99675","3.2","0.51","9.1","5","WHITE","TRAIN","0.62485678610391"
"2002","6.2","0.3","0.17","2.8","0.04","24","125","0.9939","3.01","0.46","9","5","WHITE","TEST","0.27612566039897"
"2004","6.6","0.56","0.22","8.9","0.034","27","133","0.99675","3.2","0.51","9.1","5","WHITE","TEST","0.14142163633368"
"2002","6.6","0.36","0.29","1.6","0.021","24","85","0.98965","3.41","0.61","12.4","9","WHITE","TRAIN","0.66006151982583"
"2003","7.3","0.655","0.2","10.2","0.071","28","212","0.9971","2.96","0.58","9.2","6","WHITE","TEST","0.23754481435753"
"2004","6.8","0.18","0.21","5.4","0.053","34","104","0.99445","3.3","0.43","9.4","5","WHITE","TRAIN","0.861206487054"
"2000","6.7","0.19","0.23","6.2","0.047","36","117","0.9945","3.34","0.43","9.6","6","WHITE","VALIDATE","0.4978919874411"
"2000","8.4","0.18","0.42","5.1","0.036","7","77","0.9939","3.16","0.52","11.7","5","WHITE","TRAIN","0.52030628221109"
"2001","7","0.21","0.37","7.2","0.042","36","167","0.9958","3.26","0.56","9.8","6","WHITE","TRAIN","0.6309932693839"
"2003","6.8","0.25","0.38","8.1","0.046","24","155","0.9956","3.33","0.59","10.2","6","WHITE","TRAIN","0.76893153786659"
"2003","7.4","0.24","0.36","2","0.031","27","139","0.99055","3.28","0.48","12.5","9","WHITE","TEST","0.22403221298009"
"2001","7.1","0.16","0.36","10.7","0.044","20","90","0.9959","3.16","0.44","10.9","7","WHITE","VALIDATE","0.38256786880083"
"2004","7.1","0.16","0.36","1.2","0.043","21","90","0.9925","3.16","0.42","11","7","WHITE","TRAIN","0.90414549270644"
"2001","7.3","0.205","0.31","1.7","0.06","34","110","0.9963","3.72","0.69","10.5","6","WHITE","TRAIN","0.61835599504411"
"2002","7.4","0.17","0.4","5.5","0.037","34","161","0.9935","3.05","0.62","11.5","4","WHITE","TEST","0.26119922008365"
"2001","7.3","0.3","0.34","2.7","0.044","34","108","0.99105","3.36","0.53","12.8","8","WHITE","TRAIN","0.61459337710402"
"2003","6.9","0.25","0.34","1.3","0.035","27","82","0.99045","3.18","0.44","12.2","6","WHITE","TEST","0.24470531800761"
"2001","7.3","0.205","0.31","1.7","0.06","34","110","0.9963","3.72","0.69","10.5","6","WHITE","VALIDATE","0.3933968974743"
"2000","7.5","0.42","0.34","4.3","0.04","34","108","0.99155","3.14","0.45","12.8","8","WHITE","TRAIN","0.5136421227362"
"2005","7.3","0.25","0.36","2.1","0.034","30","177","0.99085","3.25","0.4","11.9","8","WHITE","TEST","0.03594049462117"
"2003","7.3","0.25","0.36","2.1","0.034","30","177","0.99085","3.25","0.4","11.9","8","WHITE","TRAIN","0.7917969294358"
"2004","7.3","0.25","0.36","2.1","0.034","30","177","0.99085","3.25","0.4","11.9","8","WHITE","TEST","0.09239409631118"
"2000","7.5","0.34","0.35","6","0.034","12","126","0.9924","3.16","0.39","12","7","WHITE","VALIDATE","0.45058401627466"
"2003","7.6","0.33","0.35","6.3","0.036","12","126","0.9924","3.16","0.39","12","7","WHITE","TRAIN","0.79576076311059"
"2001","8.7","0.23","0.32","13.4","0.044","35","169","0.99975","3.12","0.47","8.8","7","WHITE","VALIDATE","0.38197404425591"
"2003","8.7","0.23","0.32","13.4","0.044","35","169","0.99975","3.12","0.47","8.8","7","WHITE","TEST","0.23183530615642"
"2000","6.9","0.19","0.35","1.7","0.036","33","101","0.99315","3.21","0.54","10.8","7","WHITE","TRAIN","0.50916014635004"
"2005","7.3","0.21","0.29","1.6","0.034","29","118","0.9917","3.3","0.5","11","8","WHITE","TEST","0.04527066438458"
"2003","7.3","0.21","0.29","1.6","0.034","29","118","0.9917","3.3","0.5","11","8","WHITE","TEST","0.19706374057568"
"2002","6.6","0.22","0.37","15.4","0.035","62","153","0.99845","3.02","0.4","9.3","5","WHITE","TRAIN","0.726715589175"
"2001","9.2","0.34","0.27","1.2","0.026","17","73","0.9921","3.08","0.39","10.8","5","WHITE","VALIDATE","0.411891722586"
"2004","8.7","0.23","0.32","13.4","0.044","35","169","0.99975","3.12","0.47","8.8","7","WHITE","TEST","0.1115607782267"
"2004","6","0.2","0.24","1.8","0.03","30","105","0.9909","3.31","0.47","11.5","6","WHITE","TEST","0.09272744599729"
"2003","6.9","0.19","0.35","1.7","0.036","33","101","0.99315","3.21","0.54","10.8","7","WHITE","TRAIN","0.76348265400156"
"2003","8.2","0.38","0.49","13.6","0.042","58","166","0.99855","3.1","0.54","9.4","5","WHITE","TRAIN","0.7529893934261"
"2001","6.9","0.18","0.36","1.3","0.036","40","117","0.9934","3.27","0.95","9.5","7","WHITE","VALIDATE","0.4222529605031"
"2004","7.7","0.34","0.58","11.1","0.039","41","151","0.9978","3.06","0.49","8.6","5","WHITE","TEST","0.12710537179373"
"2005","6.9","0.18","0.36","1.3","0.036","40","117","0.9934","3.27","0.95","9.5","7","WHITE","TRAIN","0.95955091598443"
"2004","7.4","0.2","0.35","2.1","0.038","30","116","0.9949","3.49","0.77","10.3","7","WHITE","TRAIN","0.94275147584266"
"2004","8.2","0.38","0.49","13.6","0.042","58","166","0.99855","3.1","0.54","9.4","5","WHITE","TEST","0.06294379034079"
"2001","8.2","0.4","0.48","13.7","0.042","59","169","0.9986","3.1","0.52","9.4","5","WHITE","VALIDATE","0.39404791360721"
"2000","6.7","0.22","0.39","10.2","0.038","60","149","0.99725","3.17","0.54","10","7","WHITE","TRAIN","0.52112058689817"
"2003","6.6","0.3","0.3","4.8","0.17","60","166","0.9946","3.18","0.47","9.4","5","WHITE","TEST","0.19951681653037"
"2004","8.1","0.27","0.35","1.7","0.03","38","103","0.99255","3.22","0.63","10.4","8","WHITE","TEST","0.09475581673905"
"2002","7.3","0.25","0.42","14.2","0.041","57","182","0.9996","3.29","0.75","9.1","7","WHITE","TRAIN","0.67946973699145"
"2004","4.8","0.34","0","6.5","0.028","33","163","0.9939","3.36","0.61","9.9","6","WHITE","TRAIN","0.91446269466541"
"2004","6.2","0.28","0.33","1.7","0.029","24","111","0.99","3.24","0.5","12.1","6","WHITE","TRAIN","0.90172073431313"
"2004","4.8","0.33","0","6.5","0.028","34","163","0.9937","3.35","0.61","9.9","5","WHITE","TRAIN","0.93058742606081"
"2005","6.1","0.27","0.33","2.2","0.021","26","117","0.9886","3.12","0.3","12.5","6","WHITE","TRAIN","0.95006141252815"
"2000","6.9","0.18","0.36","1.3","0.036","40","117","0.9934","3.27","0.95","9.5","7","WHITE","TRAIN","0.50056314561516"
"2002","7.8","0.18","0.46","12.6","0.042","41","143","1","3.24","0.76","8.5","8","WHITE","VALIDATE","0.3199411900714"
"2004","7.3","0.28","0.42","14.4","0.04","49","173","0.9994","3.28","0.82","9","7","WHITE","TRAIN","0.94180517224594"
"2002","7.3","0.24","0.29","1.2","0.037","37","97","0.9926","3.19","0.7","10.1","6","WHITE","TRAIN","0.74024737998843"
"2004","6","0.45","0.65","9.7","0.08","11","159","0.9956","3.04","0.48","9.4","5","WHITE","TEST","0.08195919869467"
"2005","7.7","0.34","0.58","11.1","0.039","41","151","0.9978","3.06","0.49","8.6","5","WHITE","TRAIN","0.97805104916915"
"2002","6.3","0.26","0.21","4","0.03","24","125","0.9915","3.06","0.34","10.7","6","WHITE","VALIDATE","0.30594756593927"
"2002","10.3","0.17","0.47","1.4","0.037","5","33","0.9939","2.89","0.28","9.6","3","WHITE","TRAIN","0.74291836121119"
"2003","7.7","0.15","0.29","1.3","0.029","10","64","0.9932","3.35","0.39","10.1","5","WHITE","TEST","0.24987173406407"
"2002","7.1","0.21","0.32","2.2","0.037","28","141","0.993","3.2","0.57","10","7","WHITE","VALIDATE","0.33242530794814"
"2002","6.9","0.36","0.34","4.2","0.018","57","119","0.9898","3.28","0.36","12.7","9","WHITE","VALIDATE","0.32618893496692"
"2001","6","0.28","0.34","1.6","0.119","33","104","0.9921","3.19","0.38","10.2","6","WHITE","VALIDATE","0.44362798985093"
"2005","6.2","0.16","0.54","1.4","0.126","37","110","0.9932","3.23","0.37","8.9","6","WHITE","TEST","0.04978946689516"
"2000","6.9","0.12","0.36","2.2","0.037","18","111","0.9919","3.41","0.82","11.9","8","WHITE","VALIDATE","0.49021738977171"
"2000","7.1","0.21","0.32","2.2","0.037","28","141","0.993","3.2","0.57","10","7","WHITE","TRAIN","0.54161784239113"
"2001","8.8","0.36","0.44","1.9","0.04","9","121","0.9953","3.19","0.48","9.9","6","WHITE","TRAIN","0.62652068841271"
"2001","7.4","0.26","0.43","6","0.022","22","125","0.9928","3.13","0.55","11.5","6","WHITE","TRAIN","0.59410110907629"
"2002","7.4","0.26","0.43","6","0.022","22","125","0.9928","3.13","0.55","11.5","6","WHITE","VALIDATE","0.34040709747932"
"2002","6.8","0.23","0.29","12.2","0.035","38","236","0.9976","3.35","0.52","9.8","6","WHITE","TRAIN","0.65479439962655"
"2003","6.1","0.34","0.27","2.6","0.024","20","105","0.9906","3.4","0.67","12.2","7","WHITE","TEST","0.18490190990269"
"2001","7.3","0.26","0.31","1.6","0.04","39","173","0.9918","3.19","0.51","11.4","6","WHITE","TRAIN","0.58160809380933"
"2002","6.5","0.3","0.32","2","0.044","34","90","0.99185","3.37","0.68","11","7","WHITE","TEST","0.28450922039337"
"2005","7.3","0.26","0.31","1.6","0.04","39","173","0.9918","3.19","0.51","11.4","6","WHITE","TEST","0.04930585529655"
"2004","6.5","0.3","0.32","2","0.044","34","90","0.99185","3.37","0.68","11","7","WHITE","TEST","0.07710713637061"
"2001","5","0.31","0","6.4","0.046","43","166","0.994","3.3","0.63","9.9","6","WHITE","VALIDATE","0.37956289225257"
"2002","5.8","0.26","0.18","1.2","0.031","40","114","0.9908","3.42","0.4","11","7","WHITE","VALIDATE","0.32799784978851"
"2003","5.9","0.26","0.3","1","0.036","38","114","0.9928","3.58","0.48","9.4","5","WHITE","TEST","0.17671261634677"
"2002","7","0.31","0.29","1.4","0.037","33","128","0.9896","3.12","0.36","12.2","7","WHITE","VALIDATE","0.33296515489928"
"2002","5.8","0.26","0.18","1.2","0.031","40","114","0.9908","3.42","0.4","11","7","WHITE","VALIDATE","0.34083453984931"
"2003","5.6","0.19","0.39","1.1","0.043","17","67","0.9918","3.23","0.53","10.3","6","WHITE","TEST","0.20155552518554"
"2003","6.8","0.18","0.28","8.7","0.047","52","242","0.9952","3.22","0.53","10.5","6","WHITE","TRAIN","0.83417963190004"
"2002","7","0.29","0.26","1.6","0.044","12","87","0.9923","3.08","0.46","10.5","6","WHITE","TRAIN","0.71280367206782"
"2001","6.6","0.26","0.29","1.4","0.039","13","67","0.9915","3.05","0.49","10.9","6","WHITE","TRAIN","0.60831176233477"
"2005","6.8","0.18","0.28","8.5","0.047","52","242","0.9952","3.22","0.53","10.5","6","WHITE","TRAIN","0.98130513029173"
"2004","6.6","0.2","0.38","7.9","0.052","30","145","0.9947","3.32","0.56","11","7","WHITE","TEST","0.05166290723718"
"2003","8","0.29","0.29","13.2","0.046","26","113","0.9983","3.25","0.37","9.7","6","WHITE","TRAIN","0.75443629687652"
"2001","6.1","0.28","0.35","12.8","0.048","63","229","0.9975","3.08","0.4","8.9","5","WHITE","VALIDATE","0.3550505337771"
"2002","5.9","0.31","0.3","7.7","0.047","60","206","0.995","3.2","0.39","9.6","6","WHITE","TEST","0.26558475149795"
"2001","6.9","0.21","0.28","2.4","0.056","49","159","0.9944","3.02","0.47","8.8","8","WHITE","TRAIN","0.55830750800669"
"2001","8.4","0.19","0.42","1.6","0.047","9","101","0.994","3.06","0.65","11.1","4","WHITE","VALIDATE","0.42893232684582"
"2001","8.3","0.27","0.45","1.3","0.048","8","72","0.9944","3.08","0.61","10.3","4","WHITE","TRAIN","0.6224275319837"
"2003","7.1","0.25","0.39","2.1","0.036","30","124","0.9908","3.28","0.43","12.2","8","WHITE","TRAIN","0.81336859986186"
"2004","8","0.23","0.37","9.6","0.054","23","159","0.99795","3.32","0.47","9.8","4","WHITE","TRAIN","0.90541608841158"
"2002","7.5","0.24","0.31","13","0.049","46","217","0.9985","3.08","0.53","8.8","5","WHITE","VALIDATE","0.31959458719938"
"2005","6.3","0.33","0.2","5.8","0.04","24","144","0.99425","3.15","0.63","9.9","5","WHITE","TRAIN","0.97197956754826"
"2003","6.2","0.33","0.19","5.6","0.042","22","143","0.99425","3.15","0.63","9.9","5","WHITE","TRAIN","0.80943385302089"
"2001","6.3","0.34","0.19","5.8","0.041","22","145","0.9943","3.15","0.63","9.9","5","WHITE","TRAIN","0.61995196109637"
"2004","5.8","0.29","0.05","0.8","0.038","11","30","0.9924","3.36","0.35","9.2","5","WHITE","TRAIN","0.90735686849802"
"2002","8","0.32","0.26","1.2","0.05","11.5","88","0.9946","3.24","0.37","9.5","4","WHITE","TRAIN","0.69160877401009"
